0	1	2	3	4	5
(0,)	0.9303555023757268	0.8645165750629177	2.8059454930344083	1.4560578216552713	20.157905761718737
(1,)	0.9383389526592038	0.8798261741369979	2.4626474397717066	1.0393272521972676	19.273363256835935
(2,)	0.9314845456947298	0.8671133661758147	2.845284317962016	1.5241061737060555	20.69429061279297
(3,)	0.9322307814032263	0.8683915086100836	2.83455238060302	1.4471134490966762	20.2384554321289
(4,)	0.9312946143943108	0.8665686319399155	2.870814844468238	1.4789655944824247	20.250061022949225
(5,)	0.9307246315998534	0.8658743521143527	2.866572527622252	1.5595747650146485	20.18054750976563
(6,)	0.9318995607086953	0.8674569151951477	2.857901579314037	1.477657217407227	20.309402636718744
(7,)	0.9285489821250354	0.8614603706348603	2.973441454865634	1.6689395690917976	20.033243627929693
(8,)	0.9277320967109604	0.8598798466930381	2.962840839193146	1.5422977355956995	20.55955712890625
(9,)	0.9339554601600821	0.871746201177661	2.8842699649541936	1.5633309570312512	20.08049448852539
(0, 1)	0.9407349993429114	0.8847135668906063	2.430233795749935	1.0977041931152396	18.74115788574217
(0, 2)	0.9376894022957551	0.8790658695896615	2.6141720206257713	1.3172332305908192	19.242142016601562
(0, 3)	0.9384830084741144	0.8805537567316127	2.6118532335783984	1.2813410644531213	18.835725915527348
(0, 4)	0.9381423710006386	0.8799131410089068	2.6205979128382206	1.314804119873049	18.84668801269531
(0, 5)	0.9375331127702939	0.8788600868193243	2.6162748863533336	1.2860064025878941	19.163267272949213
(0, 6)	0.9388913934347142	0.8812366791490049	2.6238278830926944	1.2909592620849608	19.280470849609372
(0, 7)	0.936881300802618	0.8775198885410849	2.660003418789347	1.37987474975586	18.940535546874997
(0, 8)	0.9374061948040435	0.8785415502512329	2.656819665567942	1.3368529449462887	19.27331381835937
(0, 9)	0.9393539280984909	0.8822121209712352	2.6318206481791067	1.3277308410644544	19.044569702148436
(1, 2)	0.9413433802369662	0.8859988490349855	2.452458803639329	1.1452385437011685	18.84520239257813
(1, 3)	0.9420105662304417	0.8872477348476083	2.4612651777840258	1.152128192138676	18.2337849609375
(1, 4)	0.9418730907247472	0.8869940339755731	2.465806196524703	1.1423536041259794	18.346989343261725
(1, 5)	0.9415247096032492	0.8864139729850575	2.4504664339304716	1.1623982574462914	18.573862976074224
(1, 6)	0.9424207849501686	0.8879516629371969	2.461701785711941	1.137110482788085	18.46207927246094
