0	1	2	3	4	5
(0,)	0.9764187813583026	0.9530920028042434	8.081115313433772	5.491636352539075	49.44376672363282
(1,)	0.9743010308907514	0.9490326507650111	8.221615029837004	5.387705078125009	50.94507812500001
(2,)	0.9753753002705898	0.9507794516334649	8.362110759718128	5.9572653198242165	50.63337524414064
(3,)	0.9767702706331154	0.9540351845381883	7.553857024579532	4.69825811920166	48.20844787597656
(4,)	0.9798426957070959	0.9600531245056283	7.178456934348343	4.751046752929682	44.78659790039063
(5,)	0.9756762522566608	0.9518617721584248	8.041251338425171	5.436358642578114	49.14878417968748
(6,)	0.9773226688643105	0.9550317833097174	7.434579542248531	4.683745117187499	46.15492370605466
(7,)	0.9764785912433178	0.9532633698113223	7.920520202813999	5.284263305664069	48.3873352050781
(8,)	0.9756515524452286	0.9504566264314547	8.256587191839229	5.65738891601562	48.47754150390625
(9,)	0.9770926382590737	0.9546579368365337	7.770530274978056	5.1589922485351565	46.55997436523438
(0, 1)	0.9784501772755849	0.9571200632863697	7.534955991911196	4.993483886718764	47.28619384765625
(0, 2)	0.9783412504031916	0.9566769209551864	7.714068861279222	5.227897949218743	47.27609863281248
(0, 3)	0.9790731692032	0.9584803222933228	7.354298379274854	4.9308186645507845	46.34799316406247
(0, 4)	0.9802706167274428	0.9607692771986325	7.201803183318389	4.759035278320312	44.930658447265614
(0, 5)	0.978528673319973	0.9573263845551933	7.588363701789363	5.013251953125007	46.65383056640627
(0, 6)	0.9792574933588217	0.9588852989167945	7.289105096727657	4.722213195800784	46.78817626953128
(0, 7)	0.9787394670681093	0.9577744643016958	7.548667601972397	5.071410827636726	47.25382568359373
(0, 8)	0.9790322134422604	0.9583417039783539	7.439982776014745	4.931068054199216	45.487287597656234
(0, 9)	0.9794136347035388	0.9591300229152376	7.391138408377988	4.837202453613287	45.970444946289064
(1, 2)	0.9782582067603692	0.9566994902206368	7.66377244817733	5.178066101074222	47.43226074218751
(1, 3)	0.9787207923760662	0.9578379011737197	7.313612785030841	4.763029785156249	45.799337890625
(1, 4)	0.9800153707094251	0.9603386392828148	7.19784768286827	4.6606010742187465	44.7679473876953
(1, 5)	0.978213117004132	0.9567836064170778	7.504055995305139	4.999446411132823	46.96066406249997
(1, 6)	0.9787385712121224	0.9578828826376877	7.292525353449617	4.72701721191406	46.85961669921875
(1, 7)	0.9786669670699389	0.9576580558516747	7.429414883862887	4.851998291015633	47.446528320312495
(1, 8)	0.9784639047051213	0.9572364903149554	7.462993345451284	4.782692871093758	46.62150878906249
(1, 9)	0.9788757734202511	0.958167278234212	7.432430446603746	4.964772949218741	45.923203124999986
(2, 3)	0.9784172288387522	0.9571156965143003	7.519800173503252	5.073276000976563	47.77104125976564
(2, 4)	0.9798960700958024	0.9599363096429073	7.314001242237531	4.901708068847654	43.94541259765623
(2, 5)	0.977640697279282	0.9555368581979418	7.811791778750368	5.379732055664064	47.92960205078123
(2, 6)	0.9786058795716652	0.9575526249196897	7.443330323801288	4.890208740234385	45.6688293457031
(2, 7)	0.9783776339868042	0.95708497707981	7.655811755276697	5.251191406250001	47.85257812499998
(2, 8)	0.9780589393165329	0.9560673746848776	7.741899816131304	5.359514770507815	46.82693603515625
(2, 9)	0.9786789038582662	0.9574669822589251	7.608468932520098	5.168286132812497	46.17780346679689
(3, 4)	0.9799783592394665	0.9603417491857589	7.074301474037587	4.530875244140631	45.03482543945313
(3, 5)	0.9789296764379745	0.9582762234258143	7.293277647860084	4.795184326171864	45.22260498046876
(3, 6)	0.978649212048767	0.9577228150586181	7.200653580169505	4.410907592773441	46.06185180664062
(3, 7)	0.9792763191768716	0.9589350144760004	7.272124390149773	4.73543212890624	45.75473754882813
(3, 8)	0.9783316505803563	0.9568097987146911	7.465172543142716	4.920241699218764	44.886614990234364
(3, 9)	0.9789118158922258	0.9582571051503697	7.287815559557868	4.6578326416015585	45.070195312500005
(4, 5)	0.9803045180574582	0.9609390949824209	7.116868015183111	4.676287841796864	45.55272216796874
(4, 6)	0.9802126137753604	0.9608010320601358	7.027288030996074	4.351462127685549	44.14909301757814
(4, 7)	0.9806169435557257	0.961551057070132	7.079931956333431	4.6361651000976565	45.48808837890624
(4, 8)	0.9798620052189185	0.9598723091303962	7.2643159219552595	4.774855957031249	45.046944580078105
(4, 9)	0.9803013226847509	0.9609705191054632	7.147886104069165	4.657506713867178	44.31988830566405
(5, 6)	0.978889742050845	0.9582069661554983	7.288376984644385	4.670400512695309	45.95808837890627
(5, 7)	0.9784101716146082	0.9572021322939436	7.555387444893955	5.088296508789057	47.88250610351565
(5, 8)	0.9783261251677189	0.9569024102762391	7.589309276158042	5.094593505859365	46.452487792968725
(5, 9)	0.9789499416118916	0.9583137773257512	7.422398303842274	4.840744628906236	46.297328094482424
(6, 7)	0.9792692132298497	0.9589002834770797	7.235816492044283	4.669903930664063	46.79424969482422
(6, 8)	0.9785980178795456	0.9572592685029819	7.433561983381492	4.804686279296874	45.159271240234375
