0	1	2	3	4	5
(0,)	0.9757239843035994	0.9519952621741831	7.943405050497267	5.105160827636723	49.61583740234374
(1,)	0.9730213685240254	0.9462315141455716	8.369015042477567	5.464064941406264	51.92466674804689
(2,)	0.9755359476077967	0.9495195574556534	8.056695931194799	5.32647369384766	49.65936645507813
(3,)	0.9749515308466323	0.9498903433433091	7.90562257009494	4.98878906249999	47.43026245117187
(4,)	0.9765405509832558	0.953433821229782	7.465017717012616	4.5105523681640705	47.73268188476561
(5,)	0.974814066961639	0.9493840219675166	7.942959031488858	5.058355712890631	51.13319458007811
(6,)	0.9750614622197086	0.9506351202039311	7.747789978186607	4.805702514648431	48.60946533203128
(7,)	0.9761624112484469	0.9526097385012194	7.890474625685788	5.016574707031253	51.01299926757815
(8,)	0.9742125636302591	0.9490343346430323	7.9077894792103915	5.100371093749999	48.07797155761719
(9,)	0.9747007574533862	0.9493200432511061	8.055747360026713	5.176821289062502	49.82723388671877
(0, 1)	0.9781466469573828	0.9567431441465101	7.417732200956513	4.683984374999994	47.44164276123047
(0, 2)	0.9783404598845377	0.9563977163137982	7.433939860322104	4.738801055908205	47.10056396484373
(0, 3)	0.9780997227036676	0.9566451413123342	7.354731718315432	4.656750564575194	45.42586547851562
(0, 4)	0.9788475255732377	0.9580101593491889	7.2002360392916644	4.422291259765615	47.23703491210938
(0, 5)	0.9776555849385179	0.9554836567606871	7.4105062563640836	4.5571655273437415	47.38337158203126
(0, 6)	0.9780908855274014	0.9565734134841972	7.35172561056119	4.486451538085944	47.63942626953124
(0, 7)	0.9786403125061013	0.9575366011476198	7.414206573592927	4.559025573730466	48.57821716308594
(0, 8)	0.9782223717161631	0.956784188599512	7.322516684118939	4.547957214355463	44.902704345703114
(0, 9)	0.9780279433225125	0.9562551584248269	7.441938643117104	4.643791503906243	47.09116668701171
(1, 2)	0.9776449152167915	0.9555083972030762	7.5158787243159635	4.828605346679694	47.086166992187486
(1, 3)	0.9779031940920158	0.9560953645239251	7.392703781625351	4.631166992187502	46.32709716796876
(1, 4)	0.9784878636538095	0.957430275950186	7.273758266710406	4.372995056152348	47.568597290039065
(1, 5)	0.977436918585552	0.9553011717411932	7.456689299898325	4.589890991210936	48.544122802734364
(1, 6)	0.9774151427319746	0.9552058384787641	7.422700615213653	4.628403320312486	48.25707275390624
